ISO3 Code,MaxYear,ISO2 Code,Country,Continent,Region,LDC Flag,Year,Rule,Median Daily Income €,Median Daily Female Income €,Median Daily Male Income €,Population,% Female Population,Female Population,% Male Population,Male Population,% of Population under Poverty Line,% of Female Population under Poverty Line,% of Male Population under Poverty Line,Female Population under Poverty Line,Male Population under Poverty Line,MaxYear Flag
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2014,<= 50% Median Daily Income,9.01362221578,,,2067471,0.499052895072,1031777,0.500947104928,1035693,18.58,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2015,<= 50% Median Daily Income,9.4766642243,,,2070226,0.49906629318394,1033180,0.50093370681606,1037045,18.56,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2016,<= 50% Median Daily Income,10.3456006381,,,2072490,0.49905275873157,1034281,0.50094724126843,1038208,19.01,0.00,0.00,0,0,0
MKD,N/A,MK,North Macedonia,Europe,Rest of the World,NO,2017,<= 50% Median Daily Income,10.9323300723,,,2074502,0.49915031185773,1035488,0.50084968814227,1039013,18.92,0.00,0.00,0,0,0
MKD,2018,MK,North Macedonia,Europe,Rest of the World,NO,2018,<= 50% Median Daily Income,11.2851320582,,,2076217,0.4992133671212,1036475,0.5007866328788,1039741,18.32,0.00,0.00,0,0,1
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2000,<= 50% Median Daily Income,38.9602907785,,,4490967,0.50493658921732,2267653,0.49506341078268,2223313,8.28,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2003,<= 50% Median Daily Income,41.5674776608,,,4564855,0.5043976036476,2302501,0.4956023963524,2262353,8.56,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2004,<= 50% Median Daily Income,41.5633607935,,,4591910,0.50429922116144,2315696,0.49570077883856,2276213,8.60,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2005,<= 50% Median Daily Income,43.1855214791,,,4623291,0.50414893485381,2330827,0.49585106514619,2292463,8.52,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2006,<= 50% Median Daily Income,45.0171477483,,,4660677,0.50390681991518,2348546,0.49609318008482,2312130,9.13,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2007,<= 50% Median Daily Income,48.3591151862,,,4709153,0.50315714098336,2369443,0.49684285901664,2339709,8.54,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2008,<= 50% Median Daily Income,50.5851779524,,,4768212,0.50187780850639,2393059,0.49812219149362,2375152,9.13,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2009,<= 50% Median Daily Income,51.2811587652,,,4828726,0.50095285682019,2418964,0.49904714317981,2409761,8.86,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2010,<= 50% Median Daily Income,51.8039027597,,,4889252,0.50048320375514,2446988,0.49951679624486,2442263,8.79,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2011,<= 50% Median Daily Income,55.0232787104,,,4953088,,,,,9.02,0.00,0.00,,,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2012,<= 50% Median Daily Income,55.9709283497,,,5018573,,,,,9.01,0.00,0.00,,,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2013,<= 50% Median Daily Income,57.9742516444,,,5079623,,,,,8.99,0.00,0.00,,,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2014,<= 50% Median Daily Income,58.9546884381,,,5137232,0.49734491068409,2554976,0.50244252558594,2581163,9.12,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2015,<= 50% Median Daily Income,59.1464425552,,,5188607,,,,,9.34,0.00,0.00,,,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2016,<= 50% Median Daily Income,58.594807271,,,5234519,0.49618401280403,2597284,0.50318997849054,2633957,9.57,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2017,<= 50% Median Daily Income,58.444008714,,,5276968,0.49620192164147,2618441,0.50379807835853,2658526,9.31,0.00,0.00,0,0,0
NOR,N/A,NO,Norway,Europe,Rest of the World,NO,2018,<= 50% Median Daily Income,57.9793100432,,,5311916,0.49611726221241,2635333,0.50388273778759,2676582,9.22,0.00,0.00,0,0,0
NOR,2019,NO,Norway,Europe,Rest of the World,NO,2019,<= 50% Median Daily Income,59.422854582,,,5347896,0.4960649088287,2652903,0.5039350911713,2694992,9.46,0.00,0.00,0,0,1
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2000,<= 50% Median Daily Income,9.2099299656,,,3030333,,,,,26.13,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2001,<= 50% Median Daily Income,8.21842723156,,,3089641,,,,,27.31,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2002,<= 50% Median Daily Income,8.79516480752,,,3149195,,,,,26.50,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2003,<= 50% Median Daily Income,9.02123330381,,,3209056,,,,,25.91,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,9.4060436379,,,3269356,,,,,26.19,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,9.455099745,,,3330222,,,,,25.72,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,9.4820666395,,,3391673,,,,,25.88,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2007,<= 50% Median Daily Income,10.4901573504,,,3453671,,,,,25.62,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,12.5143237856,,,3516204,,,,,24.70,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,12.600769818,,,3579215,,,,,24.24,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,13.1487647564,,,3642691,,,,,23.79,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2011,<= 50% Median Daily Income,14.5780901721,,,3706479,,,,,24.03,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,14.6855721103,,,3770635,,,,,24.16,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,15.3738341484,,,3835447,,,,,24.56,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,15.9190900323,,,3901311,,,,,24.25,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,17.0675418823,,,3968490,,,,,23.92,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,18.0876185581,,,4037073,,,,,24.24,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,18.5301078508,,,4106764,,,,,24.51,0.00,0.00,,,0
PAN,N/A,PA,Panama,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,19.4974209612,,,4176868,,,,,23.91,0.00,0.00,,,0
PAN,2019,PA,Panama,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,19.887195419,,,4246440,,,,,24.21,0.00,0.00,,,1
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2001,<= 50% Median Daily Income,7.92667039437,,,5428442,,,,,25.18,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2002,<= 50% Median Daily Income,6.01846725662,,,5531958,,,,,25.12,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2003,<= 50% Median Daily Income,6.98844315533,,,5632983,,,,,23.80,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,7.14371777574,,,5730556,,,,,19.72,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,7.74237379734,,,5824095,,,,,19.79,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,7.11746704942,,,5913212,,,,,23.80,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2007,<= 50% Median Daily Income,7.64487638187,,,5998430,,,,,23.25,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,8.17771540313,,,6081296,,,,,23.08,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,8.4587135087,,,6163970,,,,,23.43,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,8.90362814432,,,6248017,,,,,23.60,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2011,<= 50% Median Daily Income,9.5624601254,,,6333981,,,,,24.32,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,10.5566985342,,,6421510,,,,,23.42,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,11.2198811179,,,6510273,,,,,19.95,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,11.4969184876,,,6599524,,,,,19.71,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,11.4552031776,,,6688746,,,,,22.78,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,10.9602914785,,,6777878,,,,,19.46,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,11.3341408726,,,6867058,,,,,18.84,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,11.9733292588,,,6956069,,,,,19.04,0.00,0.00,,,0
PRY,N/A,PY,Paraguay,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,12.1386101018,,,7044639,,,,,19.22,0.00,0.00,,,0
PRY,2020,PY,Paraguay,Americas,Rest of the World,NO,2020,<= 50% Median Daily Income,11.2065827965,,,7132530,,,,,19.27,0.00,0.00,,,1
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2000,<= 50% Median Daily Income,4.72277188474,,,26459944,,,,,24.40,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2001,<= 50% Median Daily Income,4.49065605079,,,26799289,,,,,24.84,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2002,<= 50% Median Daily Income,4.97808832157,,,27100964,,,,,25.17,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2003,<= 50% Median Daily Income,5.06283656242,,,27372217,,,,,24.40,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,5.07038507976,,,27624226,,,,,24.73,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,4.79833136328,,,27866140,,,,,25.03,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,5.45044132542,,,28102055,,,,,24.96,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2007,<= 50% Median Daily Income,6.18538450166,,,28333050,,,,,24.81,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,6.78322017191,,,28562321,,,,,24.41,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,7.03481866633,,,28792663,,,,,23.91,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,7.58428826155,,,29027680,,,,,23.32,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2011,<= 50% Median Daily Income,8.07030891121,,,29264314,,,,,23.59,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,8.55161731333,,,29506790,,,,,23.45,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,8.63126292301,,,29773986,,,,,23.02,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,8.76276557611,,,30090372,,,,,22.96,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,8.73986669101,,,30470739,,,,,19.60,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,9.01241633838,,,30926036,,,,,22.68,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,8.95108022354,,,31444299,,,,,22.91,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,9.250309705,,,31989265,,,,,19.59,0.00,0.00,,,0
PER,N/A,PE,Peru,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,9.4985755046,,,32510462,,,,,19.12,0.00,0.00,,,0
PER,2020,PE,Peru,Americas,Rest of the World,NO,2020,<= 50% Median Daily Income,7.21511231441,,,32971846,,,,,19.82,0.00,0.00,,,1
PHL,N/A,PH,Philippines,Asia,Rest of the World,NO,2000,<= 50% Median Daily Income,4.12649466684,,,77991757,,,,,18.36,0.00,0.00,,,0
PHL,N/A,PH,Philippines,Asia,Rest of the World,NO,2003,<= 50% Median Daily Income,4.23260173336,,,83051970,,,,,18.31,0.00,0.00,,,0
PHL,N/A,PH,Philippines,Asia,Rest of the World,NO,2006,<= 50% Median Daily Income,4.13402154256,,,87888675,,,,,18.62,0.00,0.00,,,0
PHL,N/A,PH,Philippines,Asia,Rest of the World,NO,2009,<= 50% Median Daily Income,4.40893923379,,,92414161,,,,,18.08,0.00,0.00,,,0
PHL,N/A,PH,Philippines,Asia,Rest of the World,NO,2012,<= 50% Median Daily Income,4.51200896419,,,97212639,,,,,18.30,0.00,0.00,,,0
PHL,N/A,PH,Philippines,Asia,Rest of the World,NO,2015,<= 50% Median Daily Income,5.10238116479,,,102113206,,,,,17.69,0.00,0.00,,,0
PHL,2018,PH,Philippines,Asia,Rest of the World,NO,2018,<= 50% Median Daily Income,5.87011557951,,,106651394,,,,,17.07,0.00,0.00,,,1
POL,N/A,PL,Poland,Europe,EU27,NO,2004,<= 60% Median Daily Income,12.7699007709,,,38182222,0.51594302976271,19699851,0.48405697023729,18482370,26.09,0.00,0.00,0,0,0
POL,N/A,PL,Poland,Europe,EU27,NO,2005,<= 60% Median Daily Income,13.707861713,6.7462321291643,6.7916523058755,38165445,0.51615411446086,19699251,0.48384588553914,18466193,25.20,7.13,7.18,1404223.5842844,1325189.7957438,0
POL,N/A,PL,Poland,Europe,EU27,NO,2006,<= 60% Median Daily Income,14.8332576483,8.2718157116407,8.3412818642578,38141267,0.51637108786304,19695047,0.48362891213696,18446219,24.61,7.70,7.77,1517170.7880062,1432902.8870258,0
POL,N/A,PL,Poland,Europe,EU27,NO,2007,<= 60% Median Daily Income,16.6016124001,9.2630442739852,9.4500685310313,38120560,0.51668082648876,19696162,0.48331917351124,18424397,19.65,7.36,7.51,1449329.4370469,1383120.4630711,0
POL,N/A,PL,Poland,Europe,EU27,NO,2008,<= 60% Median Daily Income,18.0839659364,10.989010989011,11.213440097466,38125759,0.51695680521285,19709370,0.48304319478715,18416388,19.55,7.98,8.14,1572734.3044717,1499572.0359905,0
POL,N/A,PL,Poland,Europe,EU27,NO,2009,<= 60% Median Daily Income,18.4916771039,13.361547278396,13.882543423025,38151603,0.51712329880661,19729082,0.48287670119339,18422520,19.76,9.57,9.94,1887182.3166579,1830915.516065,0
POL,N/A,PL,Poland,Europe,EU27,NO,2010,<= 60% Median Daily Income,18.9295742727,11.600847487062,11.974896001154,38042794,0.51575887132557,19620908,0.48424112867443,18421885,19.78,8.02,8.28,1573150.6065773,1524639.9683477,0
POL,N/A,PL,Poland,Europe,EU27,NO,2011,<= 60% Median Daily Income,19.1159509541,13.227958523363,13.591319937053,38063255,0.51580704247132,19633294,0.48419295752868,18429960,19.88,9.22,9.47,1810108.9518086,1745841.2479643,0
POL,N/A,PL,Poland,Europe,EU27,NO,2012,<= 60% Median Daily Income,19.0775312819,13.385593254302,13.714221591683,38063164,0.51588386149231,19636172,0.48411613850769,18426991,24.41,9.45,9.68,1855484.9386793,1783974.1947099,0
POL,N/A,PL,Poland,Europe,EU27,NO,2013,<= 60% Median Daily Income,19.5971687366,13.708878041482,13.909261174031,38040196,0.51589947963266,19624917,0.48410052036734,18415278,19.79,9.46,9.60,1857446.1335519,1768433.8850082,0
POL,N/A,PL,Poland,Europe,EU27,NO,2014,<= 60% Median Daily Income,20.2878216723,14.117659631883,14.360791166043,38011735,0.51591262800301,19610734,0.48408737199699,18401000,19.85,9.38,9.55,1840156.423321,1756377.9571496,0
POL,N/A,PL,Poland,Europe,EU27,NO,2015,<= 60% Median Daily Income,21.6667386754,14.764229206242,14.913848611879,37986412,0.51593564571802,19598544,0.48406435428198,18387867,19.79,8.98,9.07,1760010.1114591,1668021.5607642,0
POL,N/A,PL,Poland,Europe,EU27,NO,2016,<= 60% Median Daily Income,22.6053546264,15.514998009528,15.993245752546,37970087,0.51597600971933,19591653,0.48402399028067,18378433,18.47,8.21,8.46,1608476.129143,1555381.41666,0
POL,N/A,PL,Poland,Europe,EU27,NO,2017,<= 60% Median Daily Income,23.9614329409,15.736755342882,16.140193383082,37974826,0.51602837745297,19596087,0.48397162254703,18378738,18.46,7.75,7.95,1519631.5320398,1461767.0401468,0
POL,2018,PL,Poland,Europe,EU27,NO,2018,<= 60% Median Daily Income,25.4278935729,17.259667150258,17.87417542341,37974750,0.51601099379733,19595388,0.48398900620267,18379361,18.44,8.04,8.32,1574827.1305651,1529688.5951023,1
PRT,N/A,PT,Portugal,Europe,EU27,NO,2003,<= 60% Median Daily Income,20.7123319494,,,10458821,0.51770830301461,5414618,0.48229169698539,5044202,19.76,0.00,0.00,0,0,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2004,<= 60% Median Daily Income,21.0993724942,18.098604531865,18.892121736761,10483861,0.5180650335862,5431321,0.4819349664138,5052539,19.27,16.53,17.25,897683.45741024,871692.02034396,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2005,<= 60% Median Daily Income,20.8601850912,18.945557238774,19.664264740851,10503330,0.51844879001459,5445438,0.48155120998541,5057891,18.64,16.93,17.57,921708.72258728,888588.47185177,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2006,<= 60% Median Daily Income,21.3043315212,19.276857351256,19.878006748904,10522288,0.51875772689238,5458518,0.48124227310762,5063769,19.09,17.27,17.81,942633.83452515,901734.66038781,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2007,<= 60% Median Daily Income,22.3742145172,19.98487775293,20.620760226887,10542964,0.51916898296981,5473579,0.48083101703019,5069384,19.59,17.50,18.06,957828.52927636,915323.77708522,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2008,<= 60% Median Daily Income,22.322721603,21.376872580374,22.108938957954,10558177,0.51960730153746,5486105,0.48039269846254,5072071,19.42,18.59,19.23,1020114.5369325,975424.98880289,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2009,<= 60% Median Daily Income,23.5638107523,21.68679849205,22.507033447952,10568247,0.52037941064927,5499498,0.47962058935073,5068748,19.30,17.76,18.43,976860.32298218,934400.2247648,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2010,<= 60% Median Daily Income,22.682813608,22.910471488152,23.5116208858,10573100,0.52108998372248,5509536,0.47891001627752,5063563,19.15,19.34,19.85,1065633.5279448,1005073.0136402,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2011,<= 60% Median Daily Income,21.5595982693,22.055503455941,22.806272259226,10557560,0.52202058486174,5511263,0.47797941513826,5046296,18.95,19.39,25.20,1068603.7814778,1271759.8431946,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2012,<= 60% Median Daily Income,20.7168648232,21.972678427821,22.485659247147,10514844,0.5228374986412,5497554,0.4771625013588,5017289,19.24,25.24,25.83,1387555.8392799,1295903.6351625,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2013,<= 60% Median Daily Income,20.8685731709,21.638706540238,22.119626058357,10457295,0.52364266875834,5475885,0.47635733124166,4981409,24.28,25.18,25.74,1378693.7518653,1282071.2849562,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2014,<= 60% Median Daily Income,21.4829846049,21.665424291245,22.421536644731,10401062,0.52451550022388,5455518,0.47548449977612,4945543,19.59,19.76,25.31,1077890.7683054,1251919.3918703,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2015,<= 60% Median Daily Income,22.4822184405,22.068862331444,22.961235215065,10358076,0.52542164096888,5442357,0.47457835903112,4915718,19.79,19.43,24.93,1057292.1614892,1225363.5242522,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2016,<= 60% Median Daily Income,22.7899643881,23.092152194997,23.816203247275,10325452,0.52602721313409,5431468,0.47397278686591,4893983,19.04,19.30,19.90,1048128.4059521,974019.92075135,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2017,<= 60% Median Daily Income,23.2696999535,23.939104901906,24.663155954184,10300300,0.52641530352421,5422235,0.47358469647579,4878064,18.89,19.44,25.20,1053998.6937784,1229198.1639706,0
PRT,N/A,PT,Portugal,Europe,EU27,NO,2018,<= 60% Median Daily Income,24.6691969524,24.588346251366,25.395222331765,10283822,0.52699647955447,5419537,0.47300352044553,4864284,18.70,18.63,19.25,1009908.6947942,936184.71894541,0
PRT,2019,PT,Portugal,Europe,EU27,NO,2019,<= 60% Median Daily Income,26.7791553029,26.466604147129,27.163937448401,10286263,0.52782457495497,5429342,0.47217542504503,4856920,18.59,18.37,18.85,997313.44471984,915671.97967766,1
ROU,N/A,RO,Romania,Europe,EU27,NO,2006,<= 60% Median Daily Income,7.20018516399,,,21193760,0.51301570267435,10872731,0.48698429732565,10321028,27.13,0.00,0.00,0,0,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2007,<= 60% Median Daily Income,7.92959010025,4.2240764341421,4.3549934140744,20882982,0.51302645280143,10713522,0.48697354719857,10169459,26.10,9.10,9.38,975107.42958118,954275.52186381,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2008,<= 60% Median Daily Income,9.02047808844,5.1004186671583,5.322176000513,20537875,0.51301332754395,10536203,0.48698667245605,10001671,25.64,9.47,9.88,998094.03737197,988651.66434719,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2009,<= 60% Median Daily Income,9.3170537278,5.7282858158132,5.8912640969534,20367487,0.51312466701793,10451059,0.48687533298207,9916427,25.74,13.37,13.75,1397257.2913724,1363499.9207661,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2010,<= 60% Median Daily Income,9.06539325328,5.3542373017209,5.5225591330624,20246871,0.51315282924104,10389739,0.48684717075896,9857131,26.06,13.15,13.56,1366053.8549682,1336769.3248166,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2011,<= 60% Median Daily Income,8.39671861483,5.4798107314519,5.6962245146053,20147528,0.51319766925776,10339664,0.48680233074224,9807863,26.41,14.66,15.24,1515531.3308554,1494357.2116842,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2012,<= 60% Median Daily Income,8.51445415184,5.4210316792374,5.5706510848743,20058035,0.51347984941876,10299396,0.48652015058124,9758638,26.56,14.89,15.30,1533883.2965113,1493460.6418021,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2013,<= 60% Median Daily Income,8.5696202774,5.2740840487011,5.5332462334651,19983693,0.51241538867439,10239951,0.48758461132561,9743741,26.65,15.25,16.00,1561780.2842273,1559124.2969378,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2014,<= 60% Median Daily Income,9.2913914093,5.6481325627934,5.8912640969534,19908979,0.51141023469279,10181655,0.48858976530721,9727323,26.67,15.39,16.05,1566815.1071282,1561335.8118982,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2015,<= 60% Median Daily Income,9.9346846599,6.0221810768857,6.3481376391661,19815616,0.51148676739112,10135425,0.48851323260888,9680190,27.10,14.87,15.68,1507281.5073761,1517500.3949445,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2016,<= 60% Median Daily Income,11.4076968551,6.4309626672865,6.631345799836,19702267,0.51166764546697,10081012,0.48833235453303,9621254,26.18,13.09,13.49,1319304.2698508,1298369.196216,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2017,<= 60% Median Daily Income,14.0228337522,7.1389830689612,7.5584517597647,19588715,0.51119400686695,10013633,0.48880599313305,9575081,27.09,9.85,12.57,986075.0808652,1203488.5661794,0
ROU,N/A,RO,Romania,Europe,EU27,NO,2018,<= 60% Median Daily Income,15.367969526,8.6271618000283,9.0439587157311,19473970,0.51084668421363,9948213,0.48915331578637,9525756,26.03,9.98,12.96,992768.57341984,1234838.1844261,0
ROU,2019,RO,Romania,Europe,EU27,NO,2019,<= 60% Median Daily Income,17.3151253912,10.05388970378,10.630993125523,19371648,0.5106507737687,9892147,0.4893492262313,9479500,26.14,13.18,13.94,1303666.6358541,1320994.9009249,1
RUS,N/A,RU,Russia,Europe,Rest of the World,NO,2014,<= 50% Median Daily Income,26.7742060768,,,143819667,0.53679745549795,77202031,0.46320254450205,66617635,17.81,0.00,0.00,0,0,0
RUS,N/A,RU,Russia,Europe,Rest of the World,NO,2015,<= 50% Median Daily Income,24.7906376536,,,144096870,,,,,17.83,0.00,0.00,,,0
RUS,N/A,RU,Russia,Europe,Rest of the World,NO,2016,<= 50% Median Daily Income,23.6452553337,,,144342397,,,,,17.68,0.00,0.00,,,0
RUS,N/A,RU,Russia,Europe,Rest of the World,NO,2017,<= 50% Median Daily Income,23.3900618042,,,144496739,,,,,17.25,0.00,0.00,,,0
RUS,2018,RU,Russia,Europe,Rest of the World,NO,2018,<= 50% Median Daily Income,23.8450742439,,,144477859,,,,,17.19,0.00,0.00,,,1
RWA,N/A,RW,Rwanda,Africa,Rest of the World,YES,2000,<= 1.9565€ Median Daily Income,,,,8109989,,,,,75.20,0.00,0.00,,,0
RWA,N/A,RW,Rwanda,Africa,Rest of the World,YES,2005,<= 1.9565€ Median Daily Income,,,,9026299,,,,,66.10,0.00,0.00,,,0
RWA,N/A,RW,Rwanda,Africa,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,10309031,,,,,59.20,0.00,0.00,,,0
RWA,N/A,RW,Rwanda,Africa,Rest of the World,YES,2013,<= 1.9565€ Median Daily Income,,,,11101350,,,,,53.70,0.00,0.00,,,0
